Driver,Team,Compound,TyreLife,FreshTyre,S1,S2,S3,SpeedI1,SpeedI2,SpeedFL,SpeedST,LapTimeSeconds,SessionType
ALB,Williams,HARD,24.0,True,21.153,37.773,21.397,186.0,174.0,256.0,276.0,80.323,R
ALB,Williams,HARD,25.0,True,21.302,37.698,21.463,183.0,175.0,256.0,275.0,80.463,R
ALB,Williams,HARD,26.0,True,21.314,37.738,21.457,180.0,170.0,256.0,277.0,80.509,R
ALB,Williams,HARD,27.0,True,21.281,37.151,21.078,191.0,179.0,263.0,278.0,79.51,R
ALB,Williams,HARD,28.0,True,21.124,37.342,21.805,186.0,183.0,253.0,278.0,80.271,R
ALB,Williams,HARD,29.0,True,21.906,38.215,21.318,186.0,174.0,255.0,272.0,81.439,R
ALB,Williams,HARD,30.0,True,21.376,37.952,21.613,188.0,173.0,255.0,275.0,80.941,R
ALB,Williams,HARD,31.0,True,21.103,37.794,21.251,189.0,175.0,257.0,276.0,80.148,R
ALB,Williams,HARD,32.0,True,21.117,37.286,21.088,186.0,181.0,264.0,276.0,79.491,R
ALB,Williams,HARD,33.0,True,21.073,37.168,20.893,190.0,183.0,265.0,278.0,79.134,R
ALB,Williams,HARD,34.0,True,20.981,36.918,20.917,190.0,182.0,266.0,278.0,78.816,R
ALB,Williams,HARD,35.0,True,21.372,38.669,21.587,180.0,172.0,255.0,273.0,81.628,R
ALB,Williams,HARD,36.0,True,21.591,37.967,21.217,189.0,175.0,256.0,275.0,80.775,R
ALB,Williams,HARD,37.0,True,21.152,37.677,21.485,187.0,168.0,256.0,276.0,80.314,R
ALB,Williams,HARD,38.0,True,21.367,37.774,21.248,190.0,175.0,256.0,275.0,80.389,R
ALB,Williams,HARD,39.0,True,20.846,37.656,21.31,195.0,166.0,257.0,275.0,79.812,R
ALB,Williams,HARD,40.0,True,20.972,37.375,20.982,192.0,178.0,256.0,275.0,79.329,R
ALB,Williams,HARD,41.0,True,21.403,37.569,21.112,188.0,176.0,256.0,276.0,80.084,R
ALB,Williams,HARD,42.0,True,21.022,37.395,21.079,192.0,177.0,256.0,276.0,79.496,R
ALB,Williams,HARD,43.0,True,21.013,37.472,21.198,194.0,174.0,257.0,276.0,79.683,R
ALB,Williams,HARD,44.0,True,21.867,37.986,21.895,181.0,170.0,255.0,275.0,81.748,R
ALB,Williams,HARD,45.0,True,21.38,37.939,21.275,181.0,178.0,256.0,275.0,80.594,R
ALB,Williams,HARD,46.0,True,21.142,37.705,21.615,192.0,172.0,256.0,274.0,80.462,R
ALB,Williams,HARD,47.0,True,20.659,37.436,21.226,199.0,175.0,256.0,275.0,79.321,R
ALB,Williams,HARD,48.0,True,20.802,37.344,21.232,201.0,176.0,257.0,277.0,79.378,R
ALB,Williams,HARD,49.0,True,20.949,37.161,21.158,197.0,177.0,266.0,278.0,79.268,R
ALB,Williams,HARD,50.0,True,20.82,36.923,21.12,195.0,177.0,263.0,278.0,78.863,R
ALB,Williams,HARD,51.0,True,21.83,38.223,21.501,173.0,173.0,256.0,275.0,81.554,R
ALB,Williams,HARD,52.0,True,21.025,37.229,22.446,191.0,176.0,162.0,276.0,80.7,R
ALB,Williams,HARD,53.0,True,23.983,38.443,21.221,105.0,183.0,260.0,280.0,83.647,R
ALB,Williams,HARD,54.0,True,20.976,37.269,20.84,185.0,179.0,268.0,282.0,79.085,R
ALB,Williams,HARD,55.0,True,20.794,36.963,21.039,193.0,181.0,266.0,283.0,78.796,R
ALB,Williams,HARD,56.0,True,20.807,36.602,20.862,191.0,184.0,267.0,281.0,78.271,R
ALB,Williams,HARD,57.0,True,20.834,36.768,21.088,196.0,181.0,266.0,281.0,78.69,R
ALB,Williams,HARD,58.0,True,20.67,36.641,20.89,191.0,183.0,265.0,280.0,78.201,R
ALB,Williams,HARD,59.0,True,21.272,37.01,21.251,195.0,181.0,265.0,279.0,79.533,R
ALB,Williams,HARD,60.0,True,21.459,37.387,21.376,186.0,180.0,266.0,278.0,80.222,R
ALB,Williams,HARD,61.0,True,21.112,36.897,21.497,190.0,180.0,189.0,278.0,79.506,R
ALB,Williams,HARD,62.0,True,23.087,38.494,21.504,176.0,170.0,266.0,275.0,83.085,R
ALB,Williams,HARD,63.0,True,20.612,36.632,20.667,197.0,186.0,265.0,279.0,77.911,R
ALB,Williams,HARD,64.0,True,20.443,36.207,20.611,197.0,186.0,265.0,279.0,77.261,R
ALB,Williams,HARD,65.0,True,20.553,36.639,20.811,200.0,184.0,258.0,279.0,78.003,R
ALB,Williams,HARD,66.0,True,20.674,36.417,20.783,197.0,183.0,268.0,280.0,77.874,R
ALB,Williams,HARD,67.0,True,20.686,36.629,21.07,198.0,183.0,264.0,281.0,78.385,R
ALB,Williams,HARD,68.0,True,21.155,37.55,21.216,177.0,181.0,267.0,280.0,79.921,R
ALB,Williams,HARD,69.0,True,21.093,37.058,21.219,190.0,178.0,267.0,280.0,79.37,R
ALB,Williams,HARD,70.0,True,21.071,37.128,20.758,197.0,184.0,259.0,279.0,78.957,R
ALB,Williams,HARD,71.0,True,20.554,36.906,20.705,202.0,183.0,258.0,280.0,78.165,R
ALB,Williams,HARD,72.0,True,20.689,36.976,20.767,188.0,183.0,258.0,277.0,78.432,R
ALB,Williams,HARD,73.0,True,20.638,36.686,20.69,195.0,185.0,258.0,276.0,78.014,R
ALB,Williams,HARD,74.0,True,20.713,36.423,20.714,198.0,187.0,258.0,276.0,77.85,R
ALB,Williams,HARD,75.0,True,20.521,36.214,20.544,200.0,190.0,258.0,276.0,77.279,R
ALB,Williams,HARD,76.0,True,20.364,36.196,20.5,202.0,188.0,258.0,275.0,77.06,R
GAS,Alpine,MEDIUM,2.0,True,25.566,40.15,22.553,162.0,177.0,255.0,275.0,88.269,R
GAS,Alpine,MEDIUM,3.0,True,21.656,39.123,22.49,180.0,179.0,263.0,277.0,83.269,R
GAS,Alpine,MEDIUM,4.0,True,21.918,39.228,22.282,181.0,178.0,263.0,278.0,83.428,R
GAS,Alpine,MEDIUM,5.0,True,22.068,38.953,22.085,176.0,177.0,265.0,279.0,83.106,R
GAS,Alpine,MEDIUM,6.0,True,21.836,38.367,22.03,180.0,185.0,263.0,281.0,82.233,R
GAS,Alpine,MEDIUM,7.0,True,21.496,38.116,21.988,178.0,178.0,262.0,279.0,81.6,R
GAS,Alpine,MEDIUM,8.0,True,21.526,38.64,21.905,176.0,179.0,263.0,276.0,82.071,R
GAS,Alpine,MEDIUM,9.0,True,21.479,38.141,21.774,178.0,176.0,265.0,278.0,81.394,R
GAS,Alpine,MEDIUM,10.0,True,21.482,37.922,21.894,181.0,187.0,265.0,280.0,81.298,R
GAS,Alpine,MEDIUM,11.0,True,21.12,38.544,21.625,175.0,182.0,264.0,279.0,81.289,R
GAS,Alpine,MEDIUM,12.0,True,21.219,38.276,22.035,186.0,178.0,256.0,277.0,81.53,R
GAS,Alpine,MEDIUM,13.0,True,21.087,37.364,21.469,191.0,189.0,266.0,280.0,79.92,R
GAS,Alpine,MEDIUM,14.0,True,20.915,38.313,21.838,180.0,176.0,262.0,278.0,81.066,R
GAS,Alpine,MEDIUM,15.0,True,21.548,37.876,21.63,184.0,185.0,262.0,278.0,81.054,R
GAS,Alpine,MEDIUM,16.0,True,21.682,38.296,21.983,187.0,174.0,256.0,277.0,81.961,R
GAS,Alpine,MEDIUM,17.0,True,21.255,38.034,21.508,186.0,177.0,255.0,276.0,80.797,R
GAS,Alpine,MEDIUM,18.0,True,20.839,37.422,21.643,192.0,176.0,256.0,277.0,79.904,R
GAS,Alpine,MEDIUM,19.0,True,21.069,37.547,21.639,194.0,174.0,257.0,278.0,80.255,R
GAS,Alpine,MEDIUM,20.0,True,21.238,37.27,21.368,186.0,184.0,264.0,277.0,79.876,R
GAS,Alpine,MEDIUM,21.0,True,20.982,37.763,21.809,184.0,177.0,263.0,279.0,80.554,R
GAS,Alpine,MEDIUM,22.0,True,21.45,37.844,22.012,177.0,177.0,257.0,277.0,81.306,R
GAS,Alpine,MEDIUM,23.0,True,20.925,38.004,22.02,195.0,172.0,257.0,277.0,80.949,R
GAS,Alpine,MEDIUM,24.0,True,21.103,37.62,21.649,188.0,178.0,256.0,276.0,80.372,R
GAS,Alpine,MEDIUM,25.0,True,21.449,37.447,21.697,176.0,183.0,256.0,276.0,80.593,R
GAS,Alpine,MEDIUM,26.0,True,21.045,37.661,21.815,186.0,174.0,256.0,276.0,80.521,R
GAS,Alpine,MEDIUM,27.0,True,21.024,37.602,21.603,190.0,179.0,256.0,276.0,80.229,R
GAS,Alpine,MEDIUM,28.0,True,20.968,37.002,21.406,194.0,179.0,256.0,276.0,79.376,R
GAS,Alpine,MEDIUM,29.0,True,21.791,38.013,21.96,173.0,172.0,255.0,276.0,81.764,R
GAS,Alpine,MEDIUM,30.0,True,21.441,38.049,21.937,186.0,171.0,256.0,269.0,81.427,R
GAS,Alpine,MEDIUM,31.0,True,21.371,38.018,21.732,190.0,176.0,257.0,276.0,81.121,R
GAS,Alpine,MEDIUM,32.0,True,21.201,37.839,21.925,191.0,174.0,256.0,275.0,80.965,R
GAS,Alpine,MEDIUM,33.0,True,21.309,37.92,21.522,189.0,177.0,257.0,275.0,80.751,R
GAS,Alpine,MEDIUM,34.0,True,20.907,37.118,21.336,190.0,180.0,257.0,275.0,79.361,R
GAS,Alpine,MEDIUM,35.0,True,21.082,37.1,21.394,195.0,179.0,256.0,275.0,79.576,R
GAS,Alpine,MEDIUM,36.0,True,20.888,37.374,21.713,198.0,178.0,257.0,275.0,79.975,R
GAS,Alpine,MEDIUM,37.0,True,21.02,36.956,21.452,199.0,181.0,256.0,275.0,79.428,R
GAS,Alpine,MEDIUM,38.0,True,21.342,37.369,21.609,185.0,174.0,258.0,276.0,80.32,R
GAS,Alpine,MEDIUM,39.0,True,21.321,37.464,21.599,197.0,175.0,257.0,275.0,80.384,R
GAS,Alpine,MEDIUM,40.0,True,21.198,37.359,21.643,197.0,181.0,257.0,275.0,80.2,R
GAS,Alpine,MEDIUM,41.0,True,21.083,37.313,21.581,199.0,179.0,256.0,275.0,79.977,R
GAS,Alpine,MEDIUM,42.0,True,21.159,37.964,21.925,193.0,175.0,256.0,275.0,81.048,R
GAS,Alpine,MEDIUM,43.0,True,21.328,37.58,21.713,189.0,175.0,257.0,275.0,80.621,R
GAS,Alpine,MEDIUM,44.0,True,20.902,37.198,21.282,190.0,179.0,257.0,275.0,79.382,R
GAS,Alpine,MEDIUM,45.0,True,21.139,37.499,21.332,192.0,177.0,257.0,275.0,79.97,R
GAS,Alpine,MEDIUM,46.0,True,20.865,37.294,21.276,198.0,176.0,256.0,275.0,79.435,R
GAS,Alpine,MEDIUM,47.0,True,20.925,37.454,21.486,196.0,181.0,257.0,275.0,79.865,R
GAS,Alpine,MEDIUM,48.0,True,20.805,37.858,21.871,197.0,173.0,257.0,275.0,80.534,R
GAS,Alpine,MEDIUM,49.0,True,21.029,37.509,22.485,189.0,173.0,236.0,275.0,81.023,R
GAS,Alpine,MEDIUM,50.0,True,21.93,40.611,21.932,140.0,175.0,257.0,264.0,84.473,R
GAS,Alpine,MEDIUM,51.0,True,21.148,37.157,21.438,193.0,180.0,258.0,278.0,79.743,R
GAS,Alpine,MEDIUM,52.0,True,20.986,37.411,21.52,188.0,178.0,258.0,279.0,79.917,R
GAS,Alpine,MEDIUM,53.0,True,20.968,36.845,21.278,189.0,178.0,258.0,279.0,79.091,R
GAS,Alpine,MEDIUM,54.0,True,20.714,37.252,21.441,196.0,179.0,258.0,278.0,79.407,R
GAS,Alpine,MEDIUM,55.0,True,20.991,37.282,21.431,194.0,178.0,258.0,278.0,79.704,R
GAS,Alpine,MEDIUM,56.0,True,20.953,37.124,21.371,197.0,181.0,257.0,278.0,79.448,R
GAS,Alpine,MEDIUM,57.0,True,20.943,36.982,21.172,197.0,178.0,257.0,277.0,79.097,R
GAS,Alpine,MEDIUM,58.0,True,20.82,38.54,22.018,191.0,171.0,236.0,277.0,81.378,R
GAS,Alpine,MEDIUM,59.0,True,21.558,37.268,21.411,189.0,177.0,259.0,279.0,80.237,R
GAS,Alpine,MEDIUM,60.0,True,20.827,38.074,21.506,190.0,180.0,259.0,271.0,80.407,R
GAS,Alpine,MEDIUM,61.0,True,20.628,36.697,21.144,191.0,180.0,258.0,279.0,78.469,R
GAS,Alpine,MEDIUM,62.0,True,21.048,36.832,21.275,192.0,179.0,258.0,279.0,79.155,R
GAS,Alpine,MEDIUM,63.0,True,20.752,36.818,21.298,192.0,181.0,259.0,278.0,78.868,R
GAS,Alpine,MEDIUM,64.0,True,20.772,37.149,21.299,197.0,180.0,258.0,277.0,79.22,R
GAS,Alpine,MEDIUM,65.0,True,20.602,36.831,21.293,200.0,181.0,258.0,276.0,78.726,R
GAS,Alpine,MEDIUM,66.0,True,20.646,36.723,21.255,201.0,179.0,258.0,276.0,78.624,R
GAS,Alpine,MEDIUM,67.0,True,20.684,36.715,21.146,201.0,182.0,258.0,276.0,78.545,R
GAS,Alpine,MEDIUM,68.0,True,20.583,36.63,21.15,200.0,181.0,259.0,276.0,78.363,R
GAS,Alpine,MEDIUM,69.0,True,20.552,36.322,20.925,200.0,182.0,259.0,277.0,77.799,R
GAS,Alpine,MEDIUM,70.0,True,20.691,36.423,21.026,196.0,186.0,258.0,277.0,78.14,R
GAS,Alpine,MEDIUM,71.0,True,20.616,36.713,21.053,199.0,187.0,258.0,277.0,78.382,R
GAS,Alpine,MEDIUM,72.0,True,20.63,36.392,20.97,197.0,188.0,259.0,277.0,77.992,R
GAS,Alpine,MEDIUM,73.0,True,20.111,35.963,20.615,204.0,189.0,259.0,278.0,76.689,R
GAS,Alpine,MEDIUM,74.0,True,20.546,36.425,21.149,201.0,186.0,259.0,278.0,78.12,R
GAS,Alpine,MEDIUM,75.0,True,20.297,36.111,21.108,205.0,187.0,259.0,278.0,77.516,R
GAS,Alpine,MEDIUM,76.0,True,19.978,35.327,20.32,210.0,193.0,259.0,278.0,75.625,R
ALO,Aston Martin,MEDIUM,3.0,False,26.223,40.567,22.398,161.0,172.0,256.0,281.0,89.188,R
ALO,Aston Martin,MEDIUM,4.0,False,21.802,39.405,22.529,177.0,162.0,254.0,281.0,83.736,R
ALO,Aston Martin,MEDIUM,5.0,False,22.017,39.329,22.229,184.0,159.0,256.0,278.0,83.575,R
ALO,Aston Martin,MEDIUM,6.0,False,21.899,38.932,21.88,183.0,166.0,257.0,268.0,82.711,R
ALO,Aston Martin,MEDIUM,7.0,False,22.196,38.682,21.988,182.0,158.0,257.0,281.0,82.866,R
ALO,Aston Martin,MEDIUM,8.0,False,21.774,38.297,22.213,189.0,161.0,255.0,281.0,82.284,R
ALO,Aston Martin,MEDIUM,9.0,False,21.431,38.194,22.025,191.0,162.0,256.0,277.0,81.65,R
ALO,Aston Martin,MEDIUM,10.0,False,21.673,38.362,21.829,201.0,166.0,258.0,273.0,81.864,R
ALO,Aston Martin,MEDIUM,11.0,False,21.68,38.074,21.664,200.0,164.0,258.0,275.0,81.418,R
ALO,Aston Martin,MEDIUM,12.0,False,21.601,38.025,21.74,198.0,164.0,257.0,280.0,81.366,R
ALO,Aston Martin,MEDIUM,13.0,False,21.616,37.967,21.845,201.0,164.0,257.0,278.0,81.428,R
ALO,Aston Martin,MEDIUM,14.0,False,21.713,37.752,21.927,199.0,168.0,257.0,281.0,81.392,R
ALO,Aston Martin,MEDIUM,15.0,False,21.355,37.933,21.773,196.0,171.0,254.0,279.0,81.061,R
ALO,Aston Martin,MEDIUM,16.0,False,21.107,38.215,21.996,193.0,168.0,255.0,277.0,81.318,R
ALO,Aston Martin,MEDIUM,17.0,False,21.278,37.763,21.758,189.0,174.0,255.0,279.0,80.799,R
ALO,Aston Martin,MEDIUM,18.0,False,21.516,37.919,21.64,193.0,171.0,255.0,277.0,81.075,R
ALO,Aston Martin,MEDIUM,19.0,False,21.373,37.682,21.55,192.0,180.0,255.0,278.0,80.605,R
ALO,Aston Martin,MEDIUM,20.0,False,21.232,37.966,21.912,187.0,173.0,255.0,274.0,81.11,R
ALO,Aston Martin,MEDIUM,21.0,False,20.942,37.709,21.666,191.0,174.0,255.0,278.0,80.317,R
ALO,Aston Martin,MEDIUM,22.0,False,21.098,38.045,21.894,196.0,172.0,255.0,271.0,81.037,R
ALO,Aston Martin,MEDIUM,23.0,False,21.273,37.462,21.511,196.0,178.0,256.0,278.0,80.246,R
ALO,Aston Martin,MEDIUM,24.0,False,20.99,38.131,22.292,196.0,169.0,256.0,276.0,81.413,R
ALO,Aston Martin,MEDIUM,25.0,False,21.312,38.033,21.746,192.0,165.0,256.0,278.0,81.091,R
ALO,Aston Martin,MEDIUM,26.0,False,21.459,37.846,21.553,207.0,167.0,255.0,272.0,80.858,R
ALO,Aston Martin,MEDIUM,27.0,False,21.592,37.89,21.821,208.0,158.0,255.0,274.0,81.303,R
ALO,Aston Martin,MEDIUM,28.0,False,21.722,37.884,21.938,201.0,169.0,255.0,274.0,81.544,R
ALO,Aston Martin,MEDIUM,29.0,False,21.626,38.024,21.555,205.0,158.0,254.0,275.0,81.205,R
ALO,Aston Martin,MEDIUM,30.0,False,21.707,37.404,21.923,204.0,171.0,254.0,275.0,81.034,R
ALO,Aston Martin,MEDIUM,31.0,False,21.442,37.792,21.408,206.0,163.0,255.0,277.0,80.642,R
ALO,Aston Martin,MEDIUM,32.0,False,21.681,37.433,21.896,203.0,163.0,256.0,277.0,81.01,R
ALO,Aston Martin,MEDIUM,33.0,False,21.174,37.679,21.497,205.0,163.0,254.0,276.0,80.35,R
ALO,Aston Martin,MEDIUM,34.0,False,21.407,37.844,21.626,205.0,170.0,257.0,274.0,80.877,R
ALO,Aston Martin,MEDIUM,35.0,False,21.123,37.814,21.495,202.0,173.0,256.0,276.0,80.432,R
ALO,Aston Martin,MEDIUM,36.0,False,21.543,38.239,21.346,204.0,167.0,255.0,274.0,81.128,R
ALO,Aston Martin,MEDIUM,37.0,False,21.648,38.268,21.596,208.0,166.0,255.0,276.0,81.512,R
ALO,Aston Martin,MEDIUM,38.0,False,21.437,38.207,21.438,203.0,174.0,256.0,276.0,81.082,R
ALO,Aston Martin,MEDIUM,39.0,False,21.464,38.197,21.604,208.0,172.0,256.0,275.0,81.265,R
ALO,Aston Martin,MEDIUM,40.0,False,21.321,38.087,21.347,208.0,177.0,255.0,276.0,80.755,R
ALO,Aston Martin,MEDIUM,41.0,False,21.479,39.423,22.544,199.0,171.0,249.0,269.0,83.446,R
ALO,Aston Martin,MEDIUM,42.0,False,23.949,38.112,21.271,192.0,172.0,258.0,281.0,83.332,R
ALO,Aston Martin,MEDIUM,43.0,False,20.975,37.871,21.44,197.0,179.0,256.0,280.0,80.286,R
ALO,Aston Martin,MEDIUM,44.0,False,20.449,37.16,21.243,205.0,185.0,257.0,279.0,78.852,R
ALO,Aston Martin,MEDIUM,45.0,False,20.812,37.559,21.585,200.0,185.0,257.0,279.0,79.956,R
ALO,Aston Martin,MEDIUM,46.0,False,20.659,37.129,21.14,202.0,182.0,256.0,279.0,78.928,R
ALO,Aston Martin,MEDIUM,47.0,False,20.636,37.285,21.188,198.0,184.0,256.0,279.0,79.109,R
ALO,Aston Martin,MEDIUM,48.0,False,20.454,37.439,22.422,204.0,167.0,257.0,279.0,80.315,R
ALO,Aston Martin,MEDIUM,49.0,False,21.329,37.218,21.29,204.0,174.0,257.0,278.0,79.837,R
ALO,Aston Martin,MEDIUM,50.0,False,21.01,37.161,21.163,205.0,182.0,256.0,278.0,79.334,R
ALO,Aston Martin,MEDIUM,51.0,False,20.839,37.908,21.889,197.0,176.0,255.0,276.0,80.636,R
ALO,Aston Martin,MEDIUM,52.0,False,21.575,40.3,21.502,184.0,171.0,264.0,277.0,83.377,R
ALO,Aston Martin,MEDIUM,53.0,False,20.927,37.618,21.447,206.0,175.0,257.0,279.0,79.992,R
ALO,Aston Martin,MEDIUM,54.0,False,20.821,37.085,21.285,203.0,181.0,256.0,279.0,79.191,R
ALO,Aston Martin,MEDIUM,55.0,False,20.897,37.211,21.303,201.0,181.0,256.0,278.0,79.411,R
ALO,Aston Martin,MEDIUM,56.0,False,20.958,38.563,21.218,197.0,175.0,258.0,275.0,80.739,R
ALO,Aston Martin,MEDIUM,57.0,False,20.709,38.543,21.348,190.0,178.0,258.0,241.0,80.6,R
ALO,Aston Martin,MEDIUM,58.0,False,20.768,37.325,21.136,198.0,182.0,257.0,279.0,79.229,R
ALO,Aston Martin,MEDIUM,59.0,False,20.848,37.175,21.196,199.0,184.0,258.0,279.0,79.219,R
ALO,Aston Martin,MEDIUM,60.0,False,20.95,37.12,21.096,203.0,182.0,257.0,278.0,79.166,R
ALO,Aston Martin,MEDIUM,61.0,False,20.746,36.978,21.028,202.0,181.0,256.0,278.0,78.752,R
ALO,Aston Martin,MEDIUM,62.0,False,20.78,37.033,21.003,206.0,183.0,257.0,277.0,78.816,R
ALO,Aston Martin,MEDIUM,63.0,False,20.52,37.03,21.006,206.0,183.0,257.0,278.0,78.556,R
ALO,Aston Martin,MEDIUM,64.0,False,20.603,37.073,21.06,203.0,184.0,258.0,278.0,78.736,R
ALO,Aston Martin,MEDIUM,65.0,False,20.501,37.104,21.028,203.0,184.0,257.0,277.0,78.633,R
ALO,Aston Martin,MEDIUM,66.0,False,20.477,37.185,20.975,204.0,183.0,258.0,277.0,78.637,R
ALO,Aston Martin,MEDIUM,67.0,False,20.43,36.803,20.893,205.0,186.0,258.0,277.0,78.126,R
ALO,Aston Martin,MEDIUM,68.0,False,20.313,36.659,20.967,206.0,187.0,258.0,277.0,77.939,R
ALO,Aston Martin,MEDIUM,69.0,False,20.291,36.863,21.559,206.0,187.0,258.0,277.0,78.713,R
ALO,Aston Martin,MEDIUM,70.0,False,20.526,37.059,20.888,206.0,187.0,257.0,277.0,78.473,R
ALO,Aston Martin,MEDIUM,71.0,False,20.279,36.942,20.912,206.0,183.0,258.0,277.0,78.133,R
ALO,Aston Martin,MEDIUM,72.0,False,20.306,36.945,20.83,208.0,189.0,258.0,277.0,78.081,R
ALO,Aston Martin,MEDIUM,73.0,False,20.282,37.265,20.957,206.0,183.0,258.0,278.0,78.504,R
ALO,Aston Martin,MEDIUM,74.0,False,20.465,38.628,21.243,201.0,176.0,259.0,277.0,80.336,R
ALO,Aston Martin,MEDIUM,75.0,False,20.459,37.336,20.868,203.0,188.0,259.0,280.0,78.663,R
ALO,Aston Martin,MEDIUM,76.0,False,20.583,37.332,21.138,205.0,186.0,258.0,280.0,79.053,R
RIC,RB,HARD,3.0,False,26.535,40.832,22.289,167.0,171.0,258.0,283.0,89.656,R
RIC,RB,HARD,4.0,False,21.754,39.371,22.399,166.0,164.0,265.0,284.0,83.524,R
RIC,RB,HARD,5.0,False,22.171,39.212,22.361,179.0,173.0,262.0,283.0,83.744,R
RIC,RB,HARD,6.0,False,21.911,38.8,22.037,192.0,165.0,262.0,273.0,82.748,R
RIC,RB,HARD,7.0,False,22.074,38.612,22.061,180.0,164.0,264.0,272.0,82.747,R
RIC,RB,HARD,8.0,False,21.868,38.303,22.262,187.0,164.0,262.0,284.0,82.433,R
RIC,RB,HARD,9.0,False,21.451,38.022,22.055,194.0,165.0,261.0,272.0,81.528,R
RIC,RB,HARD,10.0,False,21.74,38.36,21.876,182.0,163.0,262.0,271.0,81.976,R
RIC,RB,HARD,11.0,False,21.7,37.977,21.853,184.0,164.0,262.0,274.0,81.53,R
RIC,RB,HARD,12.0,False,21.519,37.996,21.762,187.0,164.0,262.0,270.0,81.277,R
RIC,RB,HARD,13.0,False,21.45,38.193,21.773,183.0,167.0,262.0,266.0,81.416,R
RIC,RB,HARD,14.0,False,21.668,37.995,21.728,187.0,170.0,262.0,265.0,81.391,R
RIC,RB,HARD,15.0,False,21.389,38.171,21.617,191.0,171.0,259.0,274.0,81.177,R
RIC,RB,HARD,16.0,False,21.332,38.13,21.663,194.0,171.0,262.0,279.0,81.125,R
RIC,RB,HARD,17.0,False,21.334,37.899,21.629,190.0,169.0,261.0,280.0,80.862,R
RIC,RB,HARD,18.0,False,21.486,38.035,21.587,198.0,173.0,261.0,274.0,81.108,R
RIC,RB,HARD,19.0,False,21.437,38.184,21.689,191.0,175.0,255.0,282.0,81.31,R
RIC,RB,HARD,20.0,False,21.16,38.339,21.443,194.0,170.0,255.0,269.0,80.942,R
RIC,RB,HARD,21.0,False,21.205,37.822,21.79,199.0,174.0,253.0,278.0,80.817,R
RIC,RB,HARD,22.0,False,21.09,38.262,21.497,201.0,167.0,255.0,260.0,80.849,R
RIC,RB,HARD,23.0,False,21.236,37.948,21.478,196.0,179.0,254.0,266.0,80.662,R
RIC,RB,HARD,24.0,False,20.907,37.885,21.556,195.0,172.0,260.0,269.0,80.348,R
RIC,RB,HARD,25.0,False,21.168,37.992,21.869,191.0,173.0,261.0,271.0,81.029,R
RIC,RB,HARD,26.0,False,21.346,37.729,21.616,197.0,176.0,261.0,271.0,80.691,R
RIC,RB,HARD,27.0,False,21.579,37.917,21.869,194.0,167.0,260.0,272.0,81.365,R
RIC,RB,HARD,28.0,False,21.734,38.034,21.798,197.0,173.0,261.0,271.0,81.566,R
RIC,RB,HARD,29.0,False,21.618,37.943,21.704,200.0,173.0,262.0,272.0,81.265,R
RIC,RB,HARD,30.0,False,21.548,37.756,21.596,199.0,172.0,262.0,269.0,80.9,R
RIC,RB,HARD,31.0,False,21.417,37.636,21.65,200.0,177.0,261.0,273.0,80.703,R
RIC,RB,HARD,32.0,False,21.516,37.91,21.514,200.0,168.0,263.0,266.0,80.94,R
RIC,RB,HARD,33.0,False,21.207,37.445,21.743,199.0,171.0,262.0,277.0,80.395,R
RIC,RB,HARD,34.0,False,21.215,37.682,21.943,184.0,183.0,261.0,277.0,80.84,R
RIC,RB,HARD,35.0,False,21.105,37.755,21.68,205.0,172.0,262.0,276.0,80.54,R
RIC,RB,HARD,36.0,False,21.513,38.035,21.578,196.0,169.0,262.0,272.0,81.126,R
RIC,RB,HARD,37.0,False,21.582,38.074,21.702,198.0,171.0,264.0,272.0,81.358,R
RIC,RB,HARD,38.0,False,21.613,37.83,21.656,199.0,175.0,264.0,271.0,81.099,R
RIC,RB,HARD,39.0,False,21.466,38.163,21.626,197.0,175.0,264.0,270.0,81.255,R
RIC,RB,HARD,40.0,False,21.292,38.038,21.54,199.0,183.0,263.0,268.0,80.87,R
RIC,RB,HARD,41.0,False,22.294,38.546,24.378,161.0,154.0,262.0,268.0,85.218,R
RIC,RB,HARD,42.0,False,21.932,38.194,21.401,175.0,181.0,264.0,273.0,81.527,R
RIC,RB,HARD,43.0,False,21.041,38.257,21.755,188.0,175.0,257.0,256.0,81.053,R
RIC,RB,HARD,44.0,False,20.37,36.746,20.887,195.0,192.0,265.0,279.0,78.003,R
RIC,RB,HARD,45.0,False,21.241,38.59,21.93,192.0,170.0,255.0,266.0,81.761,R
RIC,RB,HARD,46.0,False,20.128,36.366,20.678,200.0,191.0,265.0,279.0,77.172,R
RIC,RB,HARD,47.0,False,21.023,37.949,22.099,191.0,171.0,255.0,269.0,81.071,R
RIC,RB,HARD,48.0,False,20.173,36.242,21.867,204.0,181.0,264.0,278.0,78.282,R
RIC,RB,HARD,49.0,False,21.326,37.163,21.348,197.0,183.0,265.0,280.0,79.837,R
RIC,RB,HARD,50.0,False,21.024,37.197,21.575,196.0,183.0,262.0,280.0,79.796,R
RIC,RB,HARD,51.0,False,20.96,38.146,23.577,189.0,168.0,262.0,259.0,82.683,R
RIC,RB,HARD,52.0,False,20.643,38.536,21.517,189.0,170.0,270.0,280.0,80.696,R
RIC,RB,HARD,53.0,False,21.237,37.601,21.241,187.0,177.0,267.0,280.0,80.079,R
RIC,RB,HARD,54.0,False,20.964,37.136,21.076,203.0,183.0,267.0,280.0,79.176,R
